,HHSIZE,TRPDUR,TRPDIST_HN,DNYC,PMODE,TOTTR_R,INCOM_R,HHVEH_R,GENDER,AGE_R,LIC
3414,2,12,4.7,0,19,1,4,2,Male,55-64 years,Yes
3415,4,20,2.36,1,19,1,9,2,Male,35-54 years,Yes
3416,1,6,0.0,0,19,1,2,1,Male,35-54 years,Yes
3417,1,4,0.0,0,19,1,2,1,Male,35-54 years,Yes
3418,1,4,0.0,0,19,1,2,1,Male,35-54 years,Yes
3419,1,5,0.0,0,19,1,2,1,Male,35-54 years,Yes
3420,2,2,0.86,0,19,1,4,2,Female,65 years or older,Yes
3421,2,1,0.86,0,19,1,4,2,Female,65 years or older,Yes
3422,2,22,16.26,0,19,1,4,2,Female,65 years or older,Yes
3423,2,18,0.0,0,19,1,4,2,Female,65 years or older,Yes
3424,2,27,0.0,0,19,1,4,2,Female,65 years or older,Yes
3425,2,2,0.86,0,19,1,4,2,Female,65 years or older,Yes
3426,2,15,2.66,0,16,4,2,1,Male,35-54 years,No
3427,2,15,2.17,0,16,1,2,1,Male,35-54 years,No
3428,2,32,8.64,0,19,1,4,2,Female,55-64 years,Yes
3429,2,12,0.0,0,19,1,4,2,Female,55-64 years,Yes
3430,2,14,0.0,0,19,1,4,2,Female,55-64 years,Yes
3431,2,9,0.52,0,19,1,4,2,Female,55-64 years,Yes
3432,2,55,41.75,0,19,1,4,2,Male,35-54 years,Yes
3433,2,45,42.38,0,19,1,4,2,Male,35-54 years,Yes
3434,2,7,0.95,0,19,1,2,2,Female,Younger than 16 years,
3435,2,5,0.69,0,19,1,2,2,Female,Younger than 16 years,
3436,2,10,0.95,0,19,1,2,2,Female,Younger than 16 years,
3437,3,30,13.81,0,19,1,4,2,Male,55-64 years,Yes
3438,3,45,14.88,0,19,1,4,2,Male,55-64 years,Yes
3439,3,45,17.69,0,19,1,4,2,Female,55-64 years,Yes
3440,3,55,17.49,0,19,1,4,2,Female,55-64 years,Yes
3441,3,40,2.54,0,6,1,4,2,Female,19-24 years,No
3442,3,9,2.54,0,17,2,4,2,Female,19-24 years,No
3443,1,23,15.63,0,19,1,4,1,Female,35-54 years,Yes
3444,1,16,15.19,0,19,1,4,1,Female,35-54 years,Yes
3445,1,13,1.8,0,19,1,4,1,Female,35-54 years,Yes
3446,2,39,8.74,0,19,1,2,1,Female,25-34 years,Yes
3447,2,65,9.52,0,19,1,2,1,Female,25-34 years,Yes
3448,2,8,0.96,0,19,1,2,1,Female,25-34 years,Yes
3449,2,19,15.64,0,19,1,3,3,Female,35-54 years,Yes
3450,2,2,0.46,0,19,1,3,3,Female,35-54 years,Yes
3451,2,30,9.01,0,19,1,3,3,Female,35-54 years,Yes
3452,2,4,0.87,0,19,1,3,3,Female,35-54 years,Yes
3453,2,28,11.29,0,19,1,3,3,Female,35-54 years,Yes
3454,2,10,3.15,0,19,1,3,3,Male,55-64 years,Yes
3455,2,9,1.54,0,19,1,3,3,Male,55-64 years,Yes
3456,2,17,4.28,0,19,1,3,3,Male,55-64 years,Yes
3457,2,14,0.0,0,19,1,3,3,Male,55-64 years,Yes
3458,2,11,0.0,0,19,1,3,3,Male,55-64 years,Yes
3459,2,20,0.0,0,19,1,3,3,Male,55-64 years,Yes
3460,2,15,5.0,0,19,1,3,3,Male,55-64 years,Yes
3461,2,9,2.42,0,19,1,3,3,Male,55-64 years,Yes
3462,2,30,13.44,0,19,2,4,3,Male,55-64 years,Yes
3463,2,30,11.4,0,19,1,4,3,Male,55-64 years,Yes
3464,2,15,3.4,0,19,1,4,3,Male,55-64 years,Yes
3465,2,60,9.11,0,19,1,4,3,Male,55-64 years,Yes
3466,2,60,19.02,0,19,1,4,3,Male,55-64 years,Yes
3467,2,10,2.31,0,19,1,4,3,Female,55-64 years,Yes
3468,2,30,6.44,0,19,1,4,3,Female,55-64 years,Yes
3469,2,20,8.75,0,19,1,4,3,Female,55-64 years,Yes
3470,1,13,2.86,0,19,1,4,2,Female,55-64 years,Yes
3471,1,16,3.45,0,19,1,4,2,Female,55-64 years,Yes
3472,1,30,5.53,0,19,1,4,2,Female,55-64 years,Yes
3473,1,10,0.4,0,19,1,4,2,Female,55-64 years,Yes
3474,1,32,17.13,0,19,1,4,1,Female,55-64 years,Yes
3475,1,44,17.13,0,19,1,4,1,Female,55-64 years,Yes
3476,2,115,36.51,1,19,1,3,1,Male,55-64 years,Yes
3477,4,8,3.09,0,19,4,4,2,Male,35-54 years,Yes
3478,4,14,5.65,0,19,2,4,2,Male,35-54 years,Yes
3479,4,15,5.5,0,19,2,4,2,Male,35-54 years,Yes
3480,4,10,3.09,0,19,4,4,2,Male,35-54 years,Yes
3481,4,8,3.09,0,17,4,4,2,Female,35-54 years,Yes
3482,4,14,5.65,0,17,2,4,2,Female,35-54 years,Yes
3483,4,15,5.5,0,17,2,4,2,Female,35-54 years,Yes
3484,4,10,3.09,0,17,4,4,2,Female,35-54 years,Yes
3485,4,40,10.29,0,19,1,4,3,Female,35-54 years,Yes
3486,4,2,3.14,0,19,1,4,3,Female,35-54 years,Yes
3487,4,22,7.65,0,19,1,4,3,Female,35-54 years,Yes
3488,4,30,9.04,0,19,1,4,3,Male,35-54 years,Yes
3489,4,30,11.72,0,19,1,4,3,Male,35-54 years,Yes
3490,4,20,11.74,0,19,1,4,3,Male,35-54 years,Yes
3491,4,31,9.66,0,19,1,4,3,Male,35-54 years,Yes
3492,3,3,0.0,0,17,2,4,2,Female,35-54 years,Yes
3493,3,3,0.0,0,17,2,4,2,Female,35-54 years,Yes
3494,2,40,39.58,1,19,1,4,2,Male,55-64 years,Yes
3495,2,10,1.4,0,19,1,4,2,Male,55-64 years,Yes
3496,2,8,3.09,0,19,1,4,2,Female,55-64 years,Yes
3497,2,10,3.09,0,19,1,4,2,Female,55-64 years,Yes
3498,2,5,4.12,0,19,2,2,2,Male,25-34 years,Yes
3499,2,10,3.87,0,17,2,2,2,Male,25-34 years,Yes
3500,1,55,17.55,0,19,1,3,2,Male,35-54 years,Yes
3501,1,65,17.55,0,19,1,3,2,Male,35-54 years,Yes
3502,1,22,13.76,0,19,1,3,2,Female,35-54 years,Yes
3503,1,4,0.55,0,19,1,3,2,Female,35-54 years,Yes
3504,1,7,0.55,0,19,1,3,2,Female,35-54 years,Yes
3505,1,8,1.35,0,19,1,3,2,Female,35-54 years,Yes
3506,1,21,12.82,0,19,1,3,2,Female,35-54 years,Yes
3507,3,127,0.0,1,6,1,4,2,Male,35-54 years,Yes
3508,4,2,0.68,0,19,3,3,2,Male,55-64 years,No
3509,4,24,12.62,0,19,1,3,2,Male,55-64 years,No
3510,4,2,0.75,0,19,1,3,2,Male,55-64 years,No
3511,4,13,6.05,0,19,1,3,2,Male,55-64 years,No
3512,4,13,5.56,0,19,1,3,2,Male,55-64 years,No
3513,4,25,12.61,0,19,1,3,2,Male,55-64 years,No
3514,4,1,0.68,0,19,3,3,2,Male,55-64 years,No
3515,4,35,21.72,0,19,1,3,2,Female,16-18 years,No
3516,4,9,0.0,0,19,2,3,2,Female,16-18 years,No
3517,4,11,0.0,0,19,2,3,2,Female,16-18 years,No
3518,4,40,22.42,0,19,1,3,2,Female,16-18 years,No
3519,2,25,32.03,0,19,1,4,3,Female,19-24 years,Yes
3520,2,35,12.02,0,19,1,4,3,Female,19-24 years,Yes
3521,2,18,14.94,0,19,1,4,3,Female,19-24 years,Yes
3522,2,21,13.7,0,19,1,4,3,Female,19-24 years,Yes
3523,2,13,4.39,0,19,1,4,3,Female,19-24 years,Yes
3524,2,13,3.21,0,19,1,4,3,Female,19-24 years,Yes
3525,2,35,14.62,0,19,1,4,3,Female,19-24 years,Yes
3526,2,4,3.77,0,19,1,4,3,Female,19-24 years,Yes
3527,2,3,4.55,0,19,1,4,3,Female,19-24 years,Yes
3528,2,4,4.55,0,19,1,4,3,Female,19-24 years,Yes
3529,2,4,3.77,0,19,1,4,3,Female,19-24 years,Yes
3530,3,88,64.02,1,19,1,2,2,Male,35-54 years,Yes
3531,2,30,14.59,0,19,1,4,2,Female,55-64 years,Yes
3532,2,45,14.41,0,19,1,4,2,Female,55-64 years,Yes
3533,2,30,9.11,0,19,1,3,3,Female,35-54 years,Yes
3534,2,30,8.85,0,19,1,3,3,Female,35-54 years,Yes
3535,4,25,14.69,0,19,2,4,2,Male,35-54 years,Yes
3536,4,26,12.74,0,19,1,4,2,Male,35-54 years,Yes
3537,2,31,18.12,0,19,1,4,2,Male,55-64 years,Yes
3538,2,34,17.68,0,19,1,4,2,Male,55-64 years,Yes
3539,3,45,29.17,0,19,1,4,2,Male,35-54 years,Yes
3540,3,15,5.97,0,19,1,4,2,Male,35-54 years,Yes
3541,3,48,23.1,0,19,1,4,2,Male,35-54 years,Yes
3542,3,50,36.17,0,19,1,4,2,Female,35-54 years,Yes
3543,3,50,36.04,0,19,1,4,2,Female,35-54 years,Yes
3544,2,30,8.22,0,19,1,3,2,Female,55-64 years,Yes
3545,2,15,5.37,0,19,1,3,2,Female,55-64 years,Yes
3546,2,10,3.54,0,19,1,3,2,Female,55-64 years,Yes
3547,2,15,8.4,0,19,1,3,2,Female,55-64 years,Yes
3548,2,20,2.86,0,19,1,3,2,Female,55-64 years,Yes
3549,2,20,7.51,0,19,1,3,2,Female,55-64 years,Yes
3550,2,140,61.45,1,6,1,3,2,Female,19-24 years,Yes
3551,3,15,5.97,0,19,1,4,2,Male,35-54 years,Yes
3552,3,15,5.97,0,19,1,4,2,Male,35-54 years,Yes
3553,3,15,0.62,0,19,1,4,3,Female,55-64 years,Yes
3554,3,30,4.11,0,19,1,4,3,Female,55-64 years,Yes
3555,3,15,4.11,0,19,1,4,3,Female,55-64 years,Yes
3556,3,180,0.62,0,19,1,4,3,Female,55-64 years,Yes
3557,3,30,15.48,0,19,1,4,3,Male,55-64 years,Yes
3558,3,30,15.72,0,19,1,4,3,Male,55-64 years,Yes
3559,3,15,0.62,0,19,1,4,3,Male,55-64 years,Yes
3560,3,60,7.9,0,19,1,4,3,Male,19-24 years,Yes
3561,3,45,7.92,0,19,1,4,3,Male,19-24 years,Yes
3562,2,23,9.82,0,19,1,4,2,Female,55-64 years,Yes
3563,2,2,0.75,0,19,1,4,2,Female,55-64 years,Yes
3564,2,40,7.35,0,19,1,4,2,Female,55-64 years,Yes
3565,2,15,2.88,0,19,1,4,2,Female,55-64 years,Yes
3566,1,127,66.23,1,6,2,3,1,Female,35-54 years,Yes
3567,2,17,10.4,0,19,1,4,2,Female,55-64 years,Yes
3568,2,10,5.78,0,19,1,4,2,Female,55-64 years,Yes
3569,2,10,5.93,0,19,1,4,2,Female,55-64 years,Yes
3570,2,30,0.0,0,19,1,4,2,Female,55-64 years,Yes
3571,2,5,0.0,0,19,1,4,2,Female,55-64 years,Yes
3572,2,25,8.22,0,19,1,4,2,Male,55-64 years,Yes
3573,2,6,2.23,0,19,1,4,2,Male,55-64 years,Yes
3574,2,18,3.94,0,19,1,4,2,Male,55-64 years,Yes
3575,2,23,2.86,0,19,1,4,2,Male,55-64 years,Yes
3576,2,27,7.51,0,19,1,4,2,Male,55-64 years,Yes
3577,4,7,2.05,0,19,1,4,2,Male,35-54 years,Yes
3578,4,34,28.99,0,19,1,4,2,Male,35-54 years,Yes
3579,4,6,1.59,0,19,1,4,2,Male,35-54 years,Yes
3580,4,13,3.56,0,19,1,4,2,Male,35-54 years,Yes
3581,4,15,3.56,0,19,1,4,2,Male,35-54 years,Yes
3582,4,51,28.55,0,19,1,4,2,Male,35-54 years,Yes
3583,4,1,0.76,0,19,1,4,2,Male,35-54 years,Yes
3584,4,4,0.76,0,19,2,4,2,Male,35-54 years,Yes
3585,4,6,2.84,0,19,3,4,2,Male,35-54 years,Yes
3586,4,3,3.23,0,19,3,4,2,Male,35-54 years,Yes
3587,4,11,2.22,0,19,2,4,2,Female,35-54 years,Yes
3588,4,13,3.94,0,19,1,4,2,Female,35-54 years,Yes
3589,4,7,3.11,0,19,1,4,2,Female,35-54 years,Yes
3590,4,14,4.37,0,19,1,4,2,Female,35-54 years,Yes
3591,1,22,0.61,0,23,1,1,0,Male,55-64 years,Yes
3592,1,12,0.61,0,17,2,1,0,Male,55-64 years,Yes
3593,4,15,3.24,0,19,1,4,3,Male,35-54 years,Yes
3594,4,15,3.24,0,19,1,4,3,Male,35-54 years,Yes
3595,4,16,5.99,0,19,1,4,3,Female,25-34 years,Yes
3596,4,18,5.98,0,19,1,4,3,Female,25-34 years,Yes
3597,4,40,22.43,0,19,1,4,3,Female,19-24 years,Yes
3598,4,38,22.11,0,19,1,4,3,Female,19-24 years,Yes
3599,2,50,25.54,0,19,1,3,3,Male,55-64 years,Yes
3600,2,30,19.63,0,19,1,3,3,Male,55-64 years,Yes
3601,2,30,12.51,0,19,1,3,3,Male,55-64 years,Yes
3602,2,18,15.99,0,19,1,2,2,Male,35-54 years,Yes
3603,2,30,15.41,0,19,1,2,2,Male,35-54 years,Yes
3604,1,40,28.34,0,19,1,2,1,Female,55-64 years,Yes
3605,1,10,3.07,0,17,4,2,1,Female,55-64 years,Yes
3606,1,15,3.15,0,17,4,2,1,Female,55-64 years,Yes
3607,1,60,29.41,0,19,1,2,1,Female,55-64 years,Yes
3608,1,5,1.57,0,19,1,2,1,Female,55-64 years,Yes
3609,2,10,2.41,0,19,1,4,3,Male,65 years or older,Yes
3610,2,15,2.41,0,19,1,4,3,Male,65 years or older,Yes
3611,2,20,11.4,0,19,1,4,3,Female,55-64 years,Yes
3612,2,25,11.4,0,19,1,4,3,Female,55-64 years,Yes
3613,1,10,3.41,0,19,1,1,1,Female,55-64 years,Yes
3614,1,15,3.41,0,19,1,1,1,Female,55-64 years,Yes
3615,1,115,0.0,1,6,1,3,1,Female,55-64 years,Yes
3616,1,22,12.57,0,19,1,2,1,Female,35-54 years,Yes
3617,1,6,2.31,0,19,1,2,1,Female,35-54 years,Yes
3618,1,6,2.31,0,19,1,2,1,Female,35-54 years,Yes
3619,1,13,0.92,0,19,1,2,1,Female,35-54 years,Yes
3620,1,19,0.92,0,19,1,2,1,Female,35-54 years,Yes
3621,1,21,12.79,0,19,1,2,1,Female,35-54 years,Yes
3622,1,55,15.32,0,7,1,2,1,Male,35-54 years,Yes
3623,1,40,15.51,0,7,1,2,1,Male,35-54 years,Yes
3624,2,10,3.52,0,19,1,1,2,Female,55-64 years,Yes
3625,2,10,3.52,0,19,1,1,2,Female,55-64 years,Yes
3626,2,12,3.52,0,19,1,1,2,Female,55-64 years,Yes
3627,2,8,3.52,0,19,1,1,2,Female,55-64 years,Yes
3628,4,45,27.8,0,19,1,4,2,Male,35-54 years,Yes
3629,4,48,27.71,0,19,1,4,2,Male,35-54 years,Yes
3630,6,2,0.75,0,19,1,3,3,Male,35-54 years,Yes
3631,6,2,0.75,0,19,1,3,3,Male,35-54 years,Yes
3632,6,2,0.75,0,19,1,3,3,Male,35-54 years,Yes
3633,6,16,0.0,0,19,1,3,3,Male,35-54 years,Yes
3634,6,14,0.0,0,19,1,3,3,Male,35-54 years,Yes
3635,6,15,4.94,0,19,1,3,3,Male,35-54 years,Yes
3636,6,53,34.76,0,19,1,3,3,Male,35-54 years,Yes
3637,6,65,35.65,0,19,1,3,3,Male,35-54 years,Yes
3638,6,2,0.75,0,19,1,3,3,Male,35-54 years,Yes
3639,6,30,10.09,0,19,1,3,3,Female,25-34 years,Yes
3640,6,30,5.04,0,19,1,3,3,Female,25-34 years,Yes
3641,6,30,5.57,0,19,1,3,3,Female,25-34 years,Yes
3642,2,60,29.55,0,19,1,4,3,Female,25-34 years,Yes
3643,2,65,29.32,0,19,1,4,3,Female,25-34 years,Yes
3644,2,5,1.4,0,19,1,4,3,Male,25-34 years,Yes
3645,2,5,1.4,0,19,1,4,3,Male,25-34 years,Yes
3646,2,5,1.4,0,19,1,4,3,Male,25-34 years,Yes
3647,2,10,1.4,0,19,1,4,3,Male,25-34 years,Yes
3648,2,30,1.4,0,19,1,4,3,Male,25-34 years,Yes
3649,3,12,3.21,0,19,1,4,3,Male,55-64 years,Yes
3650,3,16,11.15,0,19,1,4,3,Male,55-64 years,Yes
3651,3,20,6.69,0,19,1,4,3,Male,55-64 years,Yes
3652,3,15,4.47,0,19,2,4,3,Male,55-64 years,Yes
3653,3,15,12.0,0,19,1,4,3,Male,55-64 years,Yes
3654,3,45,22.58,0,19,1,4,3,Male,55-64 years,Yes
3655,3,30,15.98,0,19,1,4,3,Male,55-64 years,Yes
3656,3,20,6.44,0,19,1,4,3,Male,55-64 years,Yes
3657,3,45,47.45,0,19,1,4,3,Male,55-64 years,Yes
3658,1,20,9.36,0,19,1,4,2,Male,55-64 years,Yes
3659,1,20,8.72,0,19,1,4,2,Male,55-64 years,Yes
3660,3,110,41.3,1,6,1,4,1,Male,35-54 years,Yes
3661,3,20,0.75,0,23,1,4,1,Male,35-54 years,Yes
3662,2,2,2.01,0,19,1,2,2,Female,35-54 years,Yes
3663,2,45,22.53,0,19,1,2,2,Female,35-54 years,Yes
3664,2,42,19.2,0,19,1,2,2,Female,35-54 years,Yes
3665,3,27,14.69,0,19,1,2,2,Male,35-54 years,Yes
3666,3,29,12.1,0,19,1,2,2,Male,35-54 years,Yes
3667,3,5,1.56,0,19,1,2,2,Female,35-54 years,Yes
3668,3,8,1.56,0,19,1,2,2,Female,35-54 years,Yes
3669,1,21,10.65,0,19,1,1,1,Female,55-64 years,Yes
3670,1,40,10.6,0,19,1,1,1,Female,55-64 years,Yes
3671,5,19,6.7,0,19,2,4,3,Male,35-54 years,Yes
3672,5,19,7.52,0,19,1,4,3,Male,35-54 years,Yes
3673,5,3,0.75,0,19,1,4,3,Male,35-54 years,Yes
3674,5,16,8.15,0,19,1,4,3,Male,35-54 years,Yes
3675,5,28,8.8,0,19,2,4,3,Male,35-54 years,Yes
3676,5,19,6.7,0,17,2,4,3,Male,25-34 years,Yes
3677,5,28,8.8,0,17,2,4,3,Male,25-34 years,Yes
3678,3,10,4.08,0,19,1,3,3,Female,55-64 years,Yes
3679,3,10,3.52,0,19,1,3,3,Female,55-64 years,Yes
3680,2,20,19.22,0,19,1,4,2,Male,55-64 years,Yes
3681,2,30,18.99,0,19,1,4,2,Male,55-64 years,Yes
3682,4,20,8.85,0,19,1,4,3,Male,55-64 years,Yes
3683,4,5,0.95,0,19,1,4,3,Male,55-64 years,Yes
3684,4,2,0.95,0,19,1,4,3,Male,55-64 years,Yes
3685,4,20,9.11,0,19,1,4,3,Male,55-64 years,Yes
3686,2,31,18.48,1,19,1,3,2,Male,35-54 years,Yes
3687,2,90,31.77,1,6,1,2,2,Female,55-64 years,Yes
3688,2,80,31.77,1,6,1,2,2,Male,65 years or older,Yes
3689,2,30,6.91,0,19,1,2,2,Male,35-54 years,Yes
3690,2,30,6.84,0,19,1,2,2,Male,35-54 years,Yes
3691,4,10,1.38,0,19,1,4,3,Female,35-54 years,Yes
3692,4,35,1.33,0,19,1,4,3,Female,35-54 years,Yes
3693,4,100,0.0,1,6,1,4,3,Male,35-54 years,Yes
3694,4,20,12.98,0,19,1,4,3,Male,35-54 years,Yes
3695,6,105,33.52,1,6,1,4,2,Male,35-54 years,Yes
3696,3,45,34.38,1,19,1,3,2,Male,35-54 years,Yes
3697,3,10,0.51,0,19,1,3,2,Male,35-54 years,Yes
3698,2,30,10.87,0,19,1,4,2,Female,55-64 years,Yes
3699,2,30,4.38,0,19,3,4,2,Female,55-64 years,Yes
3700,2,20,4.42,0,19,3,4,2,Female,55-64 years,Yes
3701,2,25,10.63,0,19,1,4,2,Female,55-64 years,Yes
3702,2,5,0.52,0,19,1,4,2,Female,55-64 years,Yes
3703,2,8,1.5,0,19,1,2,3,Female,35-54 years,Yes
3704,2,20,1.5,0,19,1,2,3,Female,35-54 years,Yes
3705,2,45,28.54,0,19,1,2,3,Male,65 years or older,Yes
3706,2,45,23.43,0,19,1,2,3,Male,65 years or older,Yes
3707,2,45,23.49,0,19,1,2,3,Male,65 years or older,Yes
3708,2,10,1.64,0,19,1,4,2,Female,35-54 years,Yes
3709,2,10,0.44,0,19,1,4,2,Female,35-54 years,Yes
3710,2,5,1.64,0,19,1,4,2,Female,35-54 years,Yes
3711,4,70,33.44,1,6,1,3,2,Male,35-54 years,Yes
3712,4,25,2.47,0,19,1,3,2,Male,35-54 years,Yes
3713,2,10,1.86,0,19,1,4,2,Female,55-64 years,Yes
3714,2,10,1.86,0,19,1,4,2,Female,55-64 years,Yes
3715,2,10,1.86,0,19,1,4,2,Female,55-64 years,Yes
3716,2,10,1.86,0,19,1,4,2,Female,55-64 years,Yes
3717,3,71,31.62,1,6,1,3,2,Male,25-34 years,Yes
3718,2,4,1.2,0,19,1,2,3,Female,35-54 years,Yes
3719,2,3,1.2,0,19,1,2,3,Female,35-54 years,Yes
3720,2,3,1.2,0,19,1,2,3,Female,35-54 years,Yes
3721,2,3,1.2,0,19,1,2,3,Female,35-54 years,Yes
3722,2,3,1.2,0,19,1,2,3,Female,35-54 years,Yes
3723,2,3,1.2,0,19,1,2,3,Female,35-54 years,Yes
3724,2,7,1.2,0,19,1,2,3,Male,35-54 years,Yes
3725,2,5,1.2,0,19,1,2,3,Male,35-54 years,Yes
3726,2,5,1.2,0,19,1,2,3,Male,35-54 years,Yes
3727,2,5,1.2,0,19,1,2,3,Male,35-54 years,Yes
3728,4,5,0.77,0,19,1,2,2,Male,35-54 years,Yes
3729,4,25,26.06,1,19,1,2,2,Male,35-54 years,Yes
3730,7,110,7.88,1,15,1,4,1,Male,35-54 years,Yes
3731,7,50,11.44,0,15,2,4,1,Female,19-24 years,No
3732,7,130,11.22,0,15,1,4,1,Female,19-24 years,No
3733,1,18,0.0,0,19,1,2,1,Male,35-54 years,Yes
3734,1,24,0.0,0,19,1,2,1,Male,35-54 years,Yes
3735,4,10,1.84,0,19,1,1,1,Female,35-54 years,Yes
3736,4,10,1.84,0,19,1,1,1,Female,35-54 years,Yes
3737,3,5,4.33,0,19,2,9,2,Female,55-64 years,Yes
3738,3,9,3.27,0,19,1,9,2,Female,55-64 years,Yes
3739,3,10,1.95,0,19,1,9,2,Female,55-64 years,Yes
3740,3,5,4.33,0,17,2,9,2,Male,16-18 years,Yes
3741,3,20,15.27,0,1,1,9,2,Male,16-18 years,Yes
3742,3,20,14.21,0,1,1,9,2,Male,16-18 years,Yes
3743,3,30,3.27,0,23,1,9,2,Male,16-18 years,Yes
3744,3,30,1.95,0,23,1,9,2,Male,16-18 years,Yes
3745,4,10,3.21,0,19,3,4,2,Male,35-54 years,Yes
3746,4,30,11.43,0,19,1,4,2,Male,35-54 years,Yes
3747,4,20,10.94,0,19,1,4,2,Male,35-54 years,Yes
3748,4,85,34.17,0,19,1,4,2,Female,35-54 years,Yes
3749,4,40,34.2,0,19,1,4,2,Female,35-54 years,Yes
3750,2,10,5.88,0,19,1,4,2,Male,55-64 years,Yes
3751,2,10,5.61,0,19,1,4,2,Male,55-64 years,Yes
3752,2,4,0.51,0,19,1,2,2,Female,55-64 years,Yes
3753,2,8,4.81,0,19,1,2,2,Female,55-64 years,Yes
3754,2,9,4.67,0,19,1,2,2,Female,55-64 years,Yes
3755,5,25,7.28,0,19,1,2,2,Female,25-34 years,Yes
3756,5,7,0.79,0,19,1,2,2,Female,25-34 years,Yes
3757,5,10,0.79,0,19,1,2,2,Female,25-34 years,Yes
3758,5,35,7.28,0,19,1,2,2,Female,25-34 years,Yes
3759,5,20,0.75,0,19,1,2,2,Male,35-54 years,Yes
3760,5,30,0.75,0,19,1,2,2,Male,35-54 years,Yes
3761,3,5,3.81,0,17,2,3,3,Male,16-18 years,Yes
3762,3,5,3.81,0,17,2,3,3,Male,16-18 years,Yes
3763,2,70,21.54,1,19,1,2,2,Male,55-64 years,Yes
3764,1,10,17.72,1,19,1,3,1,Female,35-54 years,Yes
3765,2,60,4.71,0,17,2,3,2,Male,25-34 years,Yes
3766,2,60,4.7,0,17,2,3,2,Male,25-34 years,Yes
3767,2,72,36.8,1,6,1,9,2,Male,55-64 years,Yes
3768,2,20,6.06,0,19,1,9,2,Female,55-64 years,Yes
3769,2,20,6.84,0,19,1,9,2,Female,55-64 years,Yes
3770,2,10,2.54,0,19,1,4,3,Female,19-24 years,Yes
3771,2,10,2.54,0,19,1,4,3,Female,19-24 years,Yes
3772,2,10,2.54,0,19,1,4,3,Female,19-24 years,Yes
3773,2,10,2.54,0,19,1,4,3,Female,19-24 years,Yes
3774,5,90,25.08,1,6,1,2,2,Male,35-54 years,Yes
3775,4,5,1.83,0,19,1,4,3,Female,35-54 years,Yes
3776,4,5,1.8,0,19,1,4,3,Female,35-54 years,Yes
3777,4,5,1.44,0,19,1,4,3,Male,35-54 years,Yes
3778,4,5,1.42,0,19,1,4,3,Male,35-54 years,Yes
3779,2,71,0.0,1,12,1,3,1,RF,35-54 years,Yes
3780,3,105,17.65,1,6,1,4,3,Male,19-24 years,Yes
3781,3,15,3.3,0,19,1,4,3,Female,55-64 years,Yes
3782,3,30,3.1,0,19,1,4,3,Female,55-64 years,Yes
3783,2,22,8.93,0,19,1,4,2,Male,65 years or older,Yes
3784,2,19,9.46,0,19,1,4,2,Male,65 years or older,Yes
3785,2,17,8.93,0,19,1,4,2,Male,65 years or older,Yes
3786,2,4,0.67,0,19,1,4,2,Male,65 years or older,Yes
3787,2,24,5.59,0,1,1,4,2,Male,65 years or older,Yes
3788,2,19,4.53,0,1,1,4,2,Male,65 years or older,Yes
3789,2,9,0.67,0,19,1,4,2,Male,65 years or older,Yes
3790,2,28,9.46,0,19,1,4,2,Male,65 years or older,Yes
3791,3,90,24.62,1,6,2,4,3,Female,35-54 years,Yes
3792,3,75,25.33,1,6,2,4,3,Male,35-54 years,Yes
3793,4,35,18.24,1,19,1,4,2,Male,25-34 years,Yes
3794,2,6,3.19,0,19,1,4,2,Male,65 years or older,Yes
3795,2,49,34.95,0,19,2,4,2,Male,65 years or older,Yes
3796,2,9,3.19,0,19,1,4,2,Male,65 years or older,Yes
3797,5,25,6.63,0,19,1,4,3,Male,35-54 years,Yes
3798,5,30,6.68,0,19,1,4,3,Male,35-54 years,Yes
3799,3,37,3.18,0,19,1,4,3,Male,35-54 years,Yes
3800,3,15,10.82,0,19,1,4,3,Male,35-54 years,Yes
3801,3,13,0.98,0,19,1,4,3,Male,35-54 years,Yes
3802,3,35,13.11,0,19,1,4,3,Male,35-54 years,Yes
3803,3,35,26.1,0,19,1,4,3,Male,65 years or older,Yes
3804,3,24,21.36,0,19,1,4,3,Male,65 years or older,Yes
3805,3,13,5.28,0,19,1,4,3,Male,65 years or older,Yes
3806,2,20,5.18,0,19,1,1,2,Female,55-64 years,Yes
3807,2,25,5.18,0,19,1,1,2,Female,55-64 years,Yes
3808,2,15,1.47,0,19,1,1,2,Male,55-64 years,Yes
3809,2,15,1.47,0,19,1,1,2,Male,55-64 years,Yes
3810,2,11,1.26,0,19,1,9,2,Male,65 years or older,Yes
3811,2,54,1.26,0,19,1,9,2,Male,65 years or older,Yes
3812,2,100,0.0,1,6,1,4,3,Male,35-54 years,Yes
3813,2,25,8.56,0,19,1,4,3,Female,35-54 years,Yes
3814,2,36,8.54,0,19,1,4,3,Female,35-54 years,Yes
3815,2,45,2.31,0,19,1,2,2,Female,35-54 years,Yes
3816,2,30,5.2,0,19,1,2,2,Female,35-54 years,Yes
3817,2,30,11.29,0,19,1,2,2,Female,35-54 years,Yes
3818,2,30,2.6,0,19,1,2,2,Female,35-54 years,Yes
3819,2,30,3.4,0,19,1,2,2,Female,16-18 years,Yes
3820,2,51,3.41,0,19,1,2,2,Female,16-18 years,Yes
3821,2,107,29.83,1,6,1,4,2,Male,35-54 years,Yes
3822,3,24,7.96,0,19,1,4,3,Female,55-64 years,Yes
3823,3,6,0.75,0,19,1,4,3,Female,55-64 years,Yes
